file,reason
src/components/empty-states/EmptyDashboard.tsx,barrel-not-imported
src/stores/ui-store.ts,no-barrel
src/components/navigation/PreloadLink.tsx,no-barrel
src/components/finance/EnhancedInvoiceActions.tsx,no-barrel
src/components/legal/ScheduleCallsDialog.tsx,no-barrel
src/components/dashboard/car-rental/MaintenanceScheduleWidget.tsx,no-barrel
src/lib/compatibleForm.ts,no-barrel
src/components/help/content/PropertyOwnersPageHelp.tsx,no-barrel
src/pages/legal/LawsuitPreparation/components/LegalHeader.tsx,no-barrel
src/utils/componentCleanup.ts,no-barrel
src/components/examples/MonitoredQueryExample.tsx,no-barrel
src/components/contracts/ContractTemplates.tsx,no-barrel
src/pages/finance/InvoiceJournalIntegration.tsx,no-barrel
src/components/performance/TestRunner.tsx,no-barrel
src/pages/finance/JournalEntriesDemo.tsx,no-barrel
src/hooks/useSmartSuggestions.ts,no-barrel
src/components/dashboard/car-rental/RevenueOptimizationWidget.tsx,no-barrel
src/pages/finance/UnifiedReports.tsx,no-barrel
src/components/demo/DemoDashboardAccess.tsx,barrel-not-imported
src/pages/finance/BadDebtProvision.tsx,no-barrel
src/components/finance/hub/ActivityTimeline.tsx,no-barrel
src/components/ui/simple-toaster.tsx,no-barrel
src/components/csv/CSVFixPreview.tsx,no-barrel
src/components/help/content/ContractsHelp.tsx,no-barrel
src/components/finance/InvoiceIntegrationPanel.tsx,no-barrel
src/components/customers/CustomerSidePanel.tsx,no-barrel
src/pages/legal/LegalReports.tsx,no-barrel
src/components/mobile/MobileInput.tsx,barrel-not-imported
src/utils/cleanup-orphaned-records.ts,no-barrel
src/components/help/content/ContractsPageHelp.tsx,no-barrel
src/pages/finance/AuditAndSettings.tsx,no-barrel
src/hooks/useConversationMemory.ts,no-barrel
src/pages/mobile/MobileCustomers.tsx,no-barrel
src/components/ui/skeletons/ChartSkeleton.tsx,barrel-not-imported
src/components/tour-guide/TourContext.tsx,barrel-not-imported
src/hooks/useRealTimeInventory.ts,no-barrel
src/components/settings/ColorPicker.tsx,no-barrel
src/pages/legal/LawsuitPreparation/components/LegalActions.tsx,no-barrel
src/components/employee/EmployeeActivityLog.tsx,no-barrel
src/components/fleet/NewFeaturesIndex.ts,no-barrel
src/pages/fleet/reports/components/FleetKPICards.tsx,barrel-not-imported
src/components/ui/SuccessAnimation.tsx,no-barrel
src/components/vehicle-installments/MultiVehicleContractForm.tsx,no-barrel
src/components/finance/BudgetExecutionSummary.tsx,no-barrel
src/components/approval/ApprovalDashboard.tsx,no-barrel
src/components/legal/LegalWarningDialog.tsx,no-barrel
src/components/contracts/ContractApprovalWorkflow.tsx,no-barrel
src/components/integrations/InventoryReservationBadge.tsx,no-barrel
src/components/dashboard/QuickStatsRow.tsx,no-barrel
src/components/onboarding/TourStep.tsx,barrel-not-imported
src/pages/finance/settings/AccountsSettings.tsx,no-barrel
src/components/help/HelpContent.tsx,no-barrel
src/components/finance/PendingJournalEntriesManager.tsx,barrel-not-imported
src/components/customers/BulkDeleteCustomersDialog.tsx,barrel-not-imported
src/pages/legal/LawsuitPreparation/utils/documentGenerators.ts,barrel-not-imported
src/components/premium-landing/PremiumFooter.tsx,barrel-not-imported
src/services/InvoiceService.ts,barrel-not-imported
src/hooks/useContractCustomerIntegration.ts,no-barrel
src/components/dashboard/customization/MobileOptimizedDashboard.tsx,barrel-not-imported
src/components/fleet/VehicleAlertPanel.tsx,no-barrel
src/components/dashboard/customization/DashboardCustomizer.tsx,barrel-not-imported
src/lib/inventory/demandForecasting.ts,no-barrel
src/utils/fuzzyMatchingFixed.ts,no-barrel
src/hooks/useCustomerPDFReport.ts,no-barrel
src/pages/finance/CostCenters.tsx,no-barrel
src/schemas/common.schema.ts,barrel-not-imported
src/components/finance/ParentAccountSelector.tsx,no-barrel
src/components/help/content/GeneralLedgerPageHelp.tsx,no-barrel
src/components/ui/chart.tsx,no-barrel
src/pages/legal/LawsuitPreparation/utils/caseRegistration.ts,barrel-not-imported
src/services/core/BaseService.ts,barrel-not-imported
src/components/ui/form-field-with-validation.tsx,no-barrel
src/pages/PropertyPayments.tsx,no-barrel
src/components/ui/tracing-beam.tsx,no-barrel
src/pages/legal/LawsuitPreparation/components/LegalDocuments.tsx,no-barrel
src/utils/lawsuitExcelGenerator.ts,no-barrel
src/components/invoices/InvoiceMatchingView.tsx,no-barrel
src/components/customers/DriverLicenseManager.tsx,barrel-not-imported
src/hooks/useEnhancedFinancialOverview.ts,no-barrel
src/hooks/useBranches.ts,no-barrel
src/components/customers/CustomerInvoicesTab.tsx,barrel-not-imported
src/components/legal/CaseDashboard.tsx,barrel-not-imported
src/components/ui/swipeable-components.tsx,no-barrel
src/components/employee/dialogs/CallLogDialog.tsx,barrel-not-imported
src/components/help/content/TrafficViolationsPageHelp.tsx,no-barrel
src/components/finance/AccountsListWithActions.tsx,no-barrel
src/components/finance/AccountStatementDialog.tsx,no-barrel
src/components/integrations/QuickQuoteButton.tsx,no-barrel
src/routes/admin.routes.ts,no-barrel
src/lib/permissions.ts,no-barrel
src/pages/finance/Calculator.tsx,no-barrel
src/components/help/content/PaymentTrackingPageHelp.tsx,no-barrel
src/components/loaders/SkeletonCard.tsx,barrel-not-imported
src/services/repositories/ContractRepository.ts,barrel-not-imported
src/components/legal/SettlementProposal.tsx,barrel-not-imported
src/components/filters/DateRangePicker.tsx,barrel-not-imported
src/components/finance/charts/EnhancedAccountsVisualization.tsx,no-barrel
src/components/contracts/ConvertToLegalDialog.tsx,no-barrel
src/hooks/useTranslation.tsx,no-barrel
src/components/employee/QuickActionButtons.tsx,no-barrel
src/pages/fleet/FleetFinancialAnalysisNew.tsx,no-barrel
src/components/hr/permissions/ApprovalWorkflow.tsx,no-barrel
src/components/fleet/VehicleFleetHTMLReport.types.ts,no-barrel
src/services/taqadi/TaqadiBrowserAutomation.ts,no-barrel
src/components/customers/DuplicateCustomerDialog.tsx,barrel-not-imported
src/components/integrations/InventoryAvailabilityBadge.tsx,no-barrel
src/components/finance/enhanced-editing/InteractiveAccountTree.tsx,no-barrel
src/lib/validateEnv.ts,no-barrel
src/components/super-admin/payments/CompanySubscriptionsList.tsx,no-barrel
src/components/shared/CustomerSelector.tsx,no-barrel
src/lib/security-test.ts,no-barrel
src/hooks/useEnhancedContractUpload.ts,no-barrel
src/server/utils/redis.ts,no-barrel
src/components/finance/DemoDataGenerator.tsx,no-barrel
src/components/dashboard/EnhancedStatsGrid.tsx,no-barrel
src/components/dashboard/DocumentExpiryAlerts.tsx,no-barrel
src/components/dashboard/EnhancedSecurityDashboard.tsx,no-barrel
src/components/filters/FilterBar.tsx,barrel-not-imported
src/components/fleet/MaintenanceList.tsx,no-barrel
src/components/legal/CaseListTable.tsx,barrel-not-imported
src/components/finance/wizard/AccountsMapping.tsx,no-barrel
src/components/dashboard/bento/Sparkline.tsx,no-barrel
src/components/help/HelpButton.tsx,no-barrel
src/components/customers/CustomerAccountSelector.tsx,barrel-not-imported
src/components/finance/ChartOfAccountsCSVUpload.tsx,no-barrel
src/components/navigation/UnifiedSidebar.tsx,no-barrel
src/components/finance/wizard/WizardCompletion.tsx,no-barrel
src/components/landing/enterprise/EnterpriseCTA.tsx,no-barrel
src/services/contractTemplateService.ts,no-barrel
src/components/contracts/AlarafOfficialContract.tsx,no-barrel
src/components/navigation/QuickLinks.tsx,no-barrel
src/components/contracts/ContractInvoiceGenerator.tsx,no-barrel
src/components/dashboard/bento/EnhancedBentoDashboard.tsx,no-barrel
src/components/finance/CashReceiptVoucher.tsx,barrel-not-imported
src/events/handlers/ContractEventHandlers.ts,barrel-not-imported
src/components/fleet/EnhancedVehicleInsurancePanel.tsx,no-barrel
src/components/customers/CustomersSmartDashboard.tsx,no-barrel
src/hooks/useFABActions.ts,no-barrel
src/pages/mobile/MobileContracts.tsx,no-barrel
src/utils/navigationOptimization.ts,no-barrel
src/components/forms/AutoSaveFormWrapper.tsx,barrel-not-imported
src/events/handlers/PaymentEventHandlers.ts,barrel-not-imported
src/components/customers/CustomerDisplayName.tsx,barrel-not-imported
src/components/finance/charts/ExportAccountsUtility.tsx,no-barrel
src/components/help/content/ChartOfAccountsPageHelp.tsx,no-barrel
src/components/dashboard/car-rental/RentalAnalyticsWidget.tsx,no-barrel
src/components/help/content/AttendancePageHelp.tsx,no-barrel
src/pages/hr/UnifiedSettings.tsx,no-barrel
src/components/finance/DetailedJournalEntryView.tsx,no-barrel
src/routes/hr.routes.ts,no-barrel
src/components/legal/SendReportTaskDialog.tsx,no-barrel
src/components/contracts/QuickPreviewModal.tsx,no-barrel
src/components/contracts/ContractHtmlViewer.tsx,no-barrel
src/components/reports/SimpleDataTable.tsx,barrel-not-imported
src/hooks/useErrorHandler.ts,no-barrel
src/components/contracts/VirtualizedContractsList.tsx,no-barrel
src/components/finance/FinanceSystemDiagnostics.tsx,no-barrel
src/pages/finance/settings/JournalEntriesSettings.tsx,no-barrel
src/utils/advancedTabSync.ts,no-barrel
src/components/fleet/VehicleFilters.tsx,no-barrel
src/components/dashboard/AnimatedDashboardBackground.tsx,no-barrel
src/components/InvoiceScannerDemo.tsx,no-barrel
src/hooks/useCustomerCRM.ts,no-barrel
src/components/hr/LeaveRequestReviewDialog.tsx,no-barrel
src/components/contracts/TenantSelector.tsx,no-barrel
src/hooks/integrations/useVendorPerformanceScorecard.ts,no-barrel
src/components/ai-chat-assistant/AssistantContext.tsx,no-barrel
src/components/contracts/ContractCreationErrorHandler.tsx,no-barrel
src/components/legal/LegalComplaintGenerator.tsx,no-barrel
src/lib/request-deduplication.ts,no-barrel
src/pages/finance/Reports.tsx,no-barrel
src/components/performance/MobileOptimizationProvider.tsx,barrel-not-imported
src/components/finance/charts/SmartAccountWizard.tsx,no-barrel
src/components/finance/advanced-reports/FinancialTrendsReport.tsx,no-barrel
src/components/dashboard/customization/OptimizedDashboard.tsx,barrel-not-imported
src/components/finance/SimpleDeleteAllAccountsDialog.tsx,no-barrel
src/types/legal.ts,no-barrel
src/pages/finance/MonthlyRentTracking.tsx,no-barrel
src/components/fleet/VehicleAlertsPanel.tsx,no-barrel
src/components/dashboard/AlertsNotificationBell.tsx,no-barrel
src/components/FeedbackForm.tsx,no-barrel
src/components/ui/responsive-modal.tsx,no-barrel
src/components/fleet/TrafficViolationSidePanel.tsx,no-barrel
src/components/ui/skeleton-loader.tsx,no-barrel
src/components/dashboard/CleanActivityFeed.tsx,no-barrel
src/components/fleet/VehicleCard.tsx,no-barrel
src/events/EventBus.ts,barrel-not-imported
src/pages/dashboards/RealEstateDashboard.tsx,no-barrel
src/scripts/link-violations-to-contracts.ts,no-barrel
src/components/fleet/VehicleDocumentsPanel.tsx,no-barrel
src/components/help/content/ReportsPageHelp.tsx,no-barrel
src/components/customers/CustomerAccountsManager.tsx,barrel-not-imported
src/components/layouts/sidebar-config.ts,no-barrel
src/components/finance/VendorAccountSelector.tsx,no-barrel
src/hooks/useNumericalQueryHandler.ts,no-barrel
src/hooks/useInventoryReporting.ts,no-barrel
src/pages/finance/settings/CustomerAccountSettings.tsx,no-barrel
src/components/customers/CustomerAccountStatus.tsx,no-barrel
src/server/middleware/requestLogger.ts,no-barrel
src/pages/admin/MonitoringDashboard.tsx,no-barrel
src/components/landing/enterprise/EnterpriseFloatingElements.tsx,no-barrel
src/components/legal/LegalDocumentGenerator.tsx,barrel-not-imported
src/components/legal/CustomerLegalCaseDialog.tsx,no-barrel
src/pages/fleet/reports/components/ReportFilters.tsx,barrel-not-imported
src/pages/finance/operations/ReceivePaymentWorkflow.tsx,no-barrel
src/components/ui/ResponsiveTable.tsx,no-barrel
src/components/landing/TrustedCompanies.tsx,no-barrel
src/components/legal/document-generator/AIAssistant.tsx,no-barrel
src/components/contracts/ExpressContractForm.tsx,barrel-not-imported
src/components/finance/ReturnDepositDialog.tsx,no-barrel
src/pages/finance/AlertsPage.tsx,no-barrel
src/components/ui/resizable.tsx,no-barrel
src/hooks/useEnhancedRecentActivities.ts,no-barrel
src/components/performance/mobile/MobilePerformanceDashboard.tsx,no-barrel
src/components/super-admin/TransferUserDialog.tsx,no-barrel
src/components/fleet/vehicle-document-distribution/types.ts,no-barrel
src/components/contracts/ContractStatusBadge.tsx,no-barrel
src/server/middleware/compression.ts,no-barrel
src/components/finance/DepartmentIntegrationSummary.tsx,no-barrel
src/server/routes/violations.ts,no-barrel
src/components/contracts/ProactiveAlertSystem.tsx,no-barrel
src/components/finance/FixMissingInvoices.tsx,no-barrel
src/components/reports/SimpleReportHeader.tsx,barrel-not-imported
src/pages/finance/FinanceSettings.tsx,no-barrel
src/components/contracts/InlineDuplicateSuggestion.tsx,no-barrel
src/components/tour-guide/TourGuide.tsx,barrel-not-imported
src/hooks/integrations/useInventoryPOSummary.ts,no-barrel
src/components/finance/FinancialObligationsTable.tsx,no-barrel
src/hooks/useBudgetVarianceReport.ts,no-barrel
src/pages/finance/Ledger.tsx,no-barrel
src/components/fleet/FleetAnalytics.tsx,no-barrel
src/components/finance/charts/AccountSummaryPanel.tsx,no-barrel
src/components/help/content/CustomersPageHelp.tsx,no-barrel
src/hooks/api/useViolationsApi.ts,barrel-not-imported
src/components/ui/navigation-menu.tsx,no-barrel
src/components/employee/EmployeeTodayTasks.tsx,no-barrel
src/components/fleet/VehicleReservationSystem.tsx,no-barrel
src/components/mobile/BottomNavigation.tsx,no-barrel
src/components/employee/dialogs/ScheduleFollowupDialog.tsx,barrel-not-imported
src/pages/AuditPage.tsx,no-barrel
src/scripts/link-violations-to-vehicles.ts,no-barrel
src/workers/ReportGenerationWorker.ts,no-barrel
src/components/vehicles/VehicleGallery.tsx,no-barrel
src/pages/finance/settings/AutomaticAccountsSettings.tsx,no-barrel
src/server/routes/dashboard.ts,no-barrel
src/components/finance/csv-import/AccountsPreviewTable.tsx,no-barrel
src/components/ui/skeletons/TableSkeleton.tsx,barrel-not-imported
src/components/contracts/ContractHealthDashboard.tsx,no-barrel
src/contexts/AccessibilityContext.tsx,no-barrel
src/components/RealWorldTestingInfrastructure.tsx,no-barrel
src/components/fleet/DispatchPermitDetailsDialog.tsx,no-barrel
src/services/InvoiceNumberGenerator.ts,no-barrel
src/components/customers/CreateCustomerDialog.tsx,barrel-not-imported
src/hooks/useUniversalDataReader.ts,no-barrel
src/hooks/api/useInvoicesApi.ts,barrel-not-imported
src/components/contracts/DocumentOperationMonitor.tsx,no-barrel
src/lib/i18n/locales.ts,no-barrel
src/components/mobile/VoiceRecorder.tsx,barrel-not-imported
src/components/contracts/ContractModeSelector.tsx,no-barrel
src/pages/finance/PaymentsDashboard.tsx,no-barrel
src/pages/finance/FinanceHub.tsx,no-barrel
src/components/layouts/EnhancedSidebar.tsx,no-barrel
src/services/imagePreprocessor.ts,no-barrel
src/components/ui/context-menu.tsx,no-barrel
src/components/contracts/ContractSummary.tsx,no-barrel
src/pages/CashReceiptDemo.tsx,no-barrel
src/components/common/design-system/GlassCard.tsx,barrel-not-imported
src/components/dashboard/InventoryAlertsWidget.tsx,no-barrel
src/components/customers/CustomerAccountTabs.tsx,no-barrel
src/utils/debugCustomerAccess.ts,no-barrel
src/pages/finance/Budgets.tsx,no-barrel
src/components/help/content/QuotationsPageHelp.tsx,no-barrel
src/hooks/useTrafficViolationLegalIntegration.ts,no-barrel
src/pages/finance/JournalPermissions.tsx,no-barrel
src/pages/finance/InvoiceJournalReport.tsx,no-barrel
src/components/contracts/ContractTemplateSelector.tsx,no-barrel
src/hooks/business/useContractCalculations.ts,no-barrel
src/components/help/content/VehiclesPageHelp.tsx,no-barrel
src/hooks/useVoiceCommands.ts,no-barrel
src/components/finance/PayrollIntegrationCard.tsx,barrel-not-imported
src/components/contracts/vehicle-inspection/VehicleMarkingExample.tsx,no-barrel
src/components/admin/ApiPerformanceDashboard.tsx,no-barrel
src/pages/Collections.tsx,no-barrel
src/components/common/LazyLoad.tsx,no-barrel
src/components/finance/AutoInvoiceGenerationTab.tsx,no-barrel
src/lib/compatibleMotion.tsx,no-barrel
src/utils/templateEngine.ts,no-barrel
src/components/dashboard/Enhanced3DStatsGrid.tsx,no-barrel
src/components/features/WhatsNewBadge.tsx,barrel-not-imported
src/components/fleet/VehicleSidePanel.tsx,no-barrel
src/components/mobile/VoiceInput.tsx,barrel-not-imported
src/components/contracts/LateFinesTab.tsx,no-barrel
src/components/reports/SimpleReportFooter.tsx,barrel-not-imported
src/components/common/EnhancedFeatureGate.tsx,no-barrel
src/server/services/rbac.ts,no-barrel
src/components/premium-landing/IntegrationsSection.tsx,barrel-not-imported
src/pages/fleet/VehicleConditionCheck.tsx,no-barrel
src/components/common/BrowsingIndicator.tsx,no-barrel
src/components/dashboard/FleetOperationsSection.tsx,no-barrel
src/hooks/useCompatibleForm.ts,no-barrel
src/components/hr/permissions/PermissionAnalytics.tsx,no-barrel
src/components/hr/permissions/PermissionsDashboard.tsx,no-barrel
src/components/finance/FleetifyAI_Dashboard.tsx,no-barrel
src/components/legal/CaseTimeline.tsx,barrel-not-imported
src/stores/migration-utils.ts,no-barrel
src/hooks/api/useCustomersApi.ts,barrel-not-imported
src/components/contracts/ContractExpirationAlerts.tsx,no-barrel
src/hooks/useContractStatusChecker.ts,no-barrel
src/hooks/useScrollDirection.ts,no-barrel
src/hooks/useRealtimeNotifications.ts,no-barrel
src/components/legal/TimelineEntryDialog.tsx,barrel-not-imported
src/components/legal/CaseStatusManager.tsx,barrel-not-imported
src/services/PaymentNumberGenerator.ts,no-barrel
src/components/ui/responsive-grid.tsx,no-barrel
src/components/ui/native-card.tsx,no-barrel
src/lib/security.ts,no-barrel
src/components/pwa/InstallPrompt.tsx,no-barrel
src/hooks/company/useCompanyAccess.ts,no-barrel
src/components/customers/DeleteDuplicateCustomers.tsx,no-barrel
src/components/finance/charts/ChartValidationPanel.tsx,no-barrel
src/examples/api-monitoring-example.tsx,no-barrel
src/components/contracts/ContractJournalEntryStatus.tsx,no-barrel
src/components/finance/charts/AccountTooltip.tsx,no-barrel
src/hooks/useContractTemplate.ts,no-barrel
src/hooks/useCompany.ts,no-barrel
src/components/legal/wizardTranslations.ts,no-barrel
src/components/mobile/MobileDataList.tsx,no-barrel
src/components/finance/EnhancedFinancialReportsViewer.tsx,no-barrel
src/hooks/useInteractiveClarification.ts,no-barrel
src/components/contracts/VehicleHandoverForm.tsx,no-barrel
src/pages/legal/LegalCasesTrackingTest.tsx,no-barrel
src/hooks/useDynamicCurrencyFormat.ts,no-barrel
src/components/performance/PerformanceTestSuite.tsx,no-barrel
src/server/routes/invoices.ts,no-barrel
src/components/finance/workflow/WorkflowEngine.tsx,no-barrel
src/utils/responsiveTesting.ts,no-barrel
src/components/contracts/ContractViolationsTabRedesigned.tsx,no-barrel
src/server/routes/employees.ts,no-barrel
src/components/audit/AuditLogDetailsDialog.tsx,barrel-not-imported
src/components/dashboard/customization/SmartInsights.tsx,barrel-not-imported
src/components/hr/UserAuditLog.tsx,no-barrel
src/components/analytics/SmartAnalyticsPanel.tsx,no-barrel
src/hooks/integrations/usePurchaseOrderFinancialIntegration.ts,no-barrel
src/components/exports/PrintView.tsx,barrel-not-imported
src/components/contracts/EnhancedContractDashboard.tsx,no-barrel
src/server/routes/vehicles.ts,no-barrel
src/components/contracts/AlarafOfficialContractComplete.tsx,barrel-not-imported
src/components/finance/charts/TemplatePreviewDialog.tsx,no-barrel
src/components/hr/permissions/AdvancedPermissionTemplates.tsx,no-barrel
src/components/fleet/MaintenanceAccountMappingDialog.tsx,no-barrel
src/components/dashboard/SystemActivityCard.tsx,no-barrel
src/components/notifications/NotificationsList.tsx,no-barrel
src/components/premium-landing/StatsSection.tsx,barrel-not-imported
src/components/ui/LoadingProgress.tsx,no-barrel
src/components/contracts/PaymentFilters.tsx,no-barrel
src/components/common/VirtualList.tsx,no-barrel
src/components/finance/FinancialAlertsSystem.tsx,barrel-not-imported
src/components/ui/expandable-tabs-demo.tsx,no-barrel
src/components/performance/LazyComponent.tsx,barrel-not-imported
src/components/ui/native-spinner.tsx,no-barrel
src/lib/cdn-loader.ts,no-barrel
src/pages/finance/GeneralAccounting.tsx,no-barrel
src/hooks/useMonitoring.ts,no-barrel
src/hooks/company/useBrowsingMode.ts,no-barrel
src/components/legal/document-generator/AIFieldSuggestions.tsx,no-barrel
src/pages/inventory/Inventory.tsx,no-barrel
src/components/customers/VirtualizedCustomerTable.tsx,no-barrel
src/components/dashboard/EnhancedStatsCard.tsx,no-barrel
src/components/contracts/payment-schedules/PaymentSchedulesList.tsx,no-barrel
src/pages/legal/LawsuitPreparation/components/TaqadiSection/TaqadiDataCard.tsx,barrel-not-imported
src/hooks/useUnpaidCustomerSearch.ts,no-barrel
src/hooks/api/useDashboardApi.ts,barrel-not-imported
src/components/contracts/ContractCard.tsx,no-barrel
src/components/common/HeavyComponentWrapper.tsx,no-barrel
src/components/legal/NoticeAutoFiller.tsx,barrel-not-imported
src/hooks/useAdvancedContextEngine.ts,no-barrel
src/hooks/useAdaptiveContent.ts,no-barrel
src/pages/fleet/reports/types/reports.types.ts,no-barrel
src/pages/finance/settings/FinancialSystemAnalysis.tsx,no-barrel
src/components/finance/AccountChangeHistory.tsx,no-barrel
src/components/employee/EmployeeContractsList.tsx,no-barrel
src/services/whatsapp/ReportScheduler.ts,barrel-not-imported
src/hooks/useDashboardStatsOptimized.ts,no-barrel
src/hooks/useInventoryAdjustment.ts,no-barrel
src/pages/finance/InvoiceReports.tsx,no-barrel
src/components/invoices/InvoiceOCRResults.tsx,no-barrel
src/components/payments/PaymentPlansManager.tsx,barrel-not-imported
src/components/mobile/MobileFormLayout.tsx,no-barrel
src/lib/enhancedErrorHandler.ts,no-barrel
src/components/premium-landing/PremiumHero.tsx,barrel-not-imported
src/hooks/useContractCSVUploadFixed.ts,no-barrel
src/examples/i18n-usage-example.tsx,no-barrel
src/utils/mobileInputProps.ts,no-barrel
src/modules/tenants/components/TenantTable.tsx,barrel-not-imported
src/utils/offlineStorage.ts,no-barrel
src/components/loaders/SkeletonChart.tsx,barrel-not-imported
src/components/taqadi/TaqadiControlPanel.tsx,barrel-not-imported
src/components/payments/CustomerPaymentIntelligence.tsx,barrel-not-imported
src/components/finance/AccountsTreeView.tsx,no-barrel
src/components/contracts/EnhancedPaymentScheduleTabRedesigned.tsx,no-barrel
src/components/layouts/UnifiedLayout.tsx,no-barrel
src/components/payments/PaymentCalendar.tsx,barrel-not-imported
src/components/contracts/ContractVehicleReturnForm.tsx,no-barrel
src/components/finance/QuickSystemCheck.tsx,no-barrel
src/components/ui/hero-195-demo.tsx,no-barrel
src/components/customers/CustomerImportWizard.tsx,barrel-not-imported
src/components/fleet/ViolationImportReport.tsx,no-barrel
src/components/landing/InteractiveCard.tsx,no-barrel
src/hooks/useMobileTypography.tsx,no-barrel
src/components/loaders/SkeletonWidget.tsx,barrel-not-imported
src/pages/finance/Payments.tsx,no-barrel
src/components/legal/SettlementTracking.tsx,barrel-not-imported
src/pages/finance/AccountMappings.tsx,no-barrel
src/hooks/useBulkAccountDeletion.ts,no-barrel
src/components/csv-templates/CSVTemplatePreview.tsx,no-barrel
src/components/help/content/PayrollPageHelp.tsx,no-barrel
src/hooks/useSimpleUpdateCustomer.ts,no-barrel
src/components/layouts/ResponsiveDashboardLayout.tsx,no-barrel
src/pages/finance/UnifiedFinance.tsx,no-barrel
src/components/ui/welcome-screen.tsx,no-barrel
src/components/drilldown/DrillDownModal.tsx,barrel-not-imported
src/components/fleet/VehicleSplitView.tsx,no-barrel
src/components/layouts/ResponsiveHeader.tsx,no-barrel
src/hooks/api/useContractsApi.ts,barrel-not-imported
src/pages/legal/LegalDocumentGenerator.tsx,no-barrel
src/components/filters/MultiSelectFilter.tsx,barrel-not-imported
src/server/middleware/auth.ts,no-barrel
src/components/dashboard/FinancialAnalyticsSection.tsx,no-barrel
src/components/integrations/QuickPurchaseOrderButton.tsx,barrel-not-imported
src/pages/legal/LawsuitPreparation/components/DocumentList/DocumentItem.tsx,barrel-not-imported
src/server/middleware/csrf.ts,no-barrel
src/components/finance/wizard/BusinessTypeSelection.tsx,no-barrel
src/components/help/content/FinanceReportsPageHelp.tsx,no-barrel
src/pages/legal/LawsuitPreparation/components/Actions/ActionBar.tsx,barrel-not-imported
src/components/contracts/DocumentSavingProgress.tsx,no-barrel
src/utils/exports/csvExport.ts,no-barrel
src/services/repositories/PaymentRepository.ts,barrel-not-imported
src/pages/CustomDashboardDemo.tsx,no-barrel
src/pages/finance/settings/CostCentersSettings.tsx,no-barrel
src/utils/vehicleSelector.ts,no-barrel
src/lib/performance-monitor.ts,no-barrel
src/utils/breadcrumbConfig.ts,no-barrel
src/lib/encryption.ts,no-barrel
src/hooks/useContinuousLearningSystem.ts,no-barrel
src/scripts/delete-violations-without-vehicles.ts,no-barrel
src/pages/legal/LawsuitPreparation/components/DocumentList/MandatoryDocs.tsx,barrel-not-imported
src/scripts/generate-all-contract-invoices.ts,no-barrel
src/components/performance/PerformanceDashboard.tsx,no-barrel
src/components/legal/SimpleCasesTab.tsx,no-barrel
src/components/premium-landing/CTASection.tsx,barrel-not-imported
src/components/customers/CustomerSplitView.tsx,barrel-not-imported
src/components/super-admin/CompanyModulesManager.tsx,no-barrel
src/hooks/useEmployeeContracts.tsx,no-barrel
src/pages/legal/LawsuitPreparation/components/DocumentList/OptionalDocs.tsx,barrel-not-imported
src/services/core/ServiceInitializer.ts,no-barrel
src/components/reports/ReportsMobileActionButtons.tsx,barrel-not-imported
src/components/help/content/LegalPageHelp.tsx,no-barrel
src/components/forms/DraftStatusIndicator.tsx,barrel-not-imported
